master,1
tempdb,2
model,3
msdb,4
ACD,5
ENEDIS,6
EMINUTES,7
BMANAGEMENT,8
BSTATS,9
NEWS,10
distribution,11
REPLIC_EMINUTES,12
CONTACT,13
CONTENTS,14
MARGE,15
EXTERNAL_DATA,16
QINERGY,17
SOA_MEDIATION,18
SOA_PRB,19
SOA_TRACKING,20
SOA_PROVISIONNING,21
SSO,22
SYSMAIL,23
SOA_PND,24
EPARTNER,25
SOA_CDM,26
CSN_ENERGY,27
SOA_CRM,28
BILLING,29
BUDGETBSTATS,30
ARCHIVE_EMINUTES,31
